,Planet Radius Value,Stellar Mass,Orbital Period Value,Star Radius Value,Effective Temperature Value,J mag,V mag,TIC Declination,Effective Stellar Flux Value,mass_flag,pl_masses,Ars,K_amp,TSM,Full TOI ID
1900,2.12,0.85,18.45847097,0.81,5261,13.174,,46.522667,26.85783379,0,5.1514,34.38330348,1.391547171,5.22471157,Kepler-877 b
1901,2.94,,17.232366,1.26,6089,12.982,,42.781956,,0,8.9814,,,,Kepler-123 b
1902,1.48,,26.695074,1.26,6089,12.982,,42.781956,,0,2.7964,,,,Kepler-123 c
1903,0.8,0.95,0.76212926,0.93,5592,13.105,,45.049053,2940.460039,0,0.4372,3.712557361,0.317277096,1.263551915,Kepler-1067 b
1904,1.12,0.82,7.06317341,0.79,5181,13.22,,43.008911,88.59328584,0,1.4581,18.36002497,0.555684952,0.569282898,Kepler-1358 b
1905,9.59,0.94,11.72012266,0.91,5527,13.095,,42.537888,70.75337852,0,67.0264,23.38039401,19.69852871,35.51186959,Kepler-492 b
1906,1.26,,6.919798,0.96,5816,13.041,,43.724018,,0,2.1271,,,,Kepler-162 b
1907,3.03,,19.446355,0.96,5816,13.041,,43.724018,,0,9.4538,,,,Kepler-162 c
1908,1.32,1,11.89520511,1,5778,13.05,,46.057632,96.00979769,0,2.3021,21.93531046,0.646027081,0.406482503,Kepler-1156 b
1909,9.785,1.06,3.583893,1.09,5679,13.098,14.03,-25.748318,506.9492657,1,43.8605,9.221636009,17.66045304,65.64575372,HATS-8 b
1910,2.39,0.85,14.03491514,0.81,5268,13.195,,46.276043,38.90708994,0,6.3158,28.64333919,1.86923113,6.634142361,Kepler-614 b
1911,1.38,1.11,6.93366476,1.26,5988,12.978,,40.055165,336.8245998,0,2.4828,12.57790094,0.778017421,0.383769753,Kepler-923 b
1912,2.67,1.05,11.55102504,1.06,5935,13.022,,45.060169,120.8859168,0,7.6247,20.62529079,2.091575616,6.432436733,Kepler-980 b
1913,1.29,,4.263742,0.95,6031,13.081,,41.884106,,0,2.2139,,,,Kepler-173 b
1914,2.43,,8.005777,0.95,6031,13.081,,41.884106,,0,6.4966,,,,Kepler-173 c
1915,2.24,1,11.72292176,0.98,5740,13.039,,38.942671,91.57000058,0,5.6569,22.16632335,1.595207061,5.544137717,Kepler-556 b
1916,3.56,0.85,6.10485286,0.78,5326,13.107,,46.027363,114.3709214,0,12.4342,17.07619093,4.856954275,16.63579549,Kepler-734 b
1917,1.53,1.03,3.77360059,1.08,5976,13.069,,39.398514,580.7088697,0,2.9589,9.540880047,1.193724236,4.352796983,Kepler-825 b
1918,1.84,1.03,8.1818246,1.08,5976,13.069,,39.398514,206.9344582,0,4.049,15.98274087,1.262089313,4.274631564,Kepler-825 c
1919,1.32,,12.904532,0.67,4710,13.367,,38.363134,,0,2.3021,,,,Kepler-383 b
1920,1.24,,31.200751,0.67,4710,13.367,,38.363134,,0,2.07,,,,Kepler-383 c
1921,1.77,1.11,3.78858982,1.16,6012,13.066,,47.946785,649.3932162,0,3.7906,9.131256825,1.452949858,4.695751464,Kepler-1189 b
1922,3.2,,7.930592,1.03,5679,13.143,,41.629604,,0,10.3731,,,,Kepler-170 b
1923,2.86,,16.665863,1.03,5679,13.143,,41.629604,,0,8.5699,,,,Kepler-170 c
1924,1.73,1.21,6.2216147,1.32,6261,12.956,,49.316502,481.9806457,0,3.6461,11.49526787,1.118375923,3.437174447,Kepler-1070 b
1925,1.14,0.64,18.1373829,0.62,4231,13.486,,43.822773,8.141491745,0,1.5534,40.39062236,0.509982916,0.445645197,Kepler-1456 b
1926,2.57,1.02,33.3855938,1.02,5792,13.074,,50.909798,25.14221985,0,7.1456,43.07266907,1.402930216,4.358565063,Kepler-879 b
1927,2.41,,8.96855,1.43,5807,13.039,,42.433006,,0,6.4059,,,,Kepler-343 b
1928,2.02,,23.22182,1.43,5807,13.039,,42.433006,,0,4.7452,,,,Kepler-343 c
1929,1.38,0.8,0.84338011,0.75,4861,13.33,,46.053029,1069.798205,0,2.4828,4.651004905,1.953399824,1.229599906,Kepler-1315 b
1930,2.49,0.93,14.16399294,0.92,5570,13.154,,43.527435,58.36173381,0,6.7716,26.14524919,1.881732766,6.117098025,Kepler-865 b
1931,1.5,,13.817124,1.06,5731,13.057,,49.774586,,0,2.8609,,,,Kepler-180 b
1932,3.01,,41.885775,1.06,5731,13.057,,49.774586,,0,9.348,,,,Kepler-180 c
1933,2.31,1.01,52.0688601,1.01,5806,13.105,,40.700466,13.85268149,0,5.9607,58.30873592,1.015798364,3.286712323,Kepler-926 b
1934,1.31,1,39.4419839,1,5802,13.08,,43.12459,19.74242729,0,2.2726,48.77549249,0.427681636,0.267304568,Kepler-1441 b
1935,0.81,0.94,5.1762429,0.93,5605,13.137,,49.727764,232.3797338,0,0.457,13.26779024,0.176363997,0.65552292,Kepler-1611 b
1936,1.67,1.06,15.0540329,1.09,5949,13.159,,46.692799,90.07186009,0,3.4338,24.00710876,0.856914154,2.883042254,Kepler-1252 b
1937,2.36,,10.687576,0.87,5788,13.1,,43.074715,,0,6.1817,,,,Kepler-184 b
1938,1.97,,20.303005,0.87,5788,13.1,,43.074715,,0,4.5472,,,,Kepler-184 c
1939,2.49,,29.022358,0.87,5788,13.1,,43.074715,,0,6.7716,,,,Kepler-184 d
1940,2.63,1.22,4.30655689,1.34,6209,13.007,,44.556385,780.2804912,0,7.4315,8.885143231,2.562774432,6.334701529,Kepler-1054 b
1941,1.14,1.11,7.61760804,1.16,6053,13.025,,48.017891,262.9419279,0,1.5534,14.54648,0.471750415,0.37527151,Kepler-1590 b
1942,1.4,,7.416397,0.52,4257,13.513,,45.227428,,0,2.5443,,,,Kepler-329 b
1943,1.93,,18.684737,0.52,4257,13.513,,45.227428,,0,4.3914,,,,Kepler-329 c
1944,1.77,0.81,99.2530951,0.74,5078,13.247,,44.758423,2.132816308,0,3.7906,113.6724327,0.603559991,2.541376841,Kepler-1389 b
1945,0.96,,14.425281,0.68,5502,13.175,,40.670806,,0,0.8397,,,,Kepler-399 b
1946,1.43,,26.67569,0.68,5502,13.175,,40.670806,,0,2.6377,,,,Kepler-399 c
1947,1.89,,58.034616,0.68,5502,13.175,,40.670806,,0,4.2378,,,,Kepler-399 d
1948,14,1.1,2.8126548,1.1,5700,13.09,14.384,-21.271938,706.158854,1,292.4036,7.871273353,124.5276993,30.87814642,HATS-32 b
1949,2.08,0.78,6.9913086,0.73,4836,13.375,,46.99902,60.18447943,0,4.9873,19.40782279,1.971817806,6.998939221,Kepler-900 b
1950,0.92,0.62,1.57409027,0.6,4106,13.513,,47.878731,179.7679613,0,0.721,8.095212085,0.546069739,1.153636927,Kepler-1367 b
1951,1.35,,2.508553,0.9,5815,13.146,,49.23299,,0,2.3918,,,,Kepler-301 b
1952,1.35,,5.419026,0.9,5815,13.146,,49.23299,,0,2.3918,,,,Kepler-301 c
1953,1.75,,13.751243,0.9,5815,13.146,,49.23299,,0,3.7181,,,,Kepler-301 d
1954,2.43,0.81,53.5293487,0.74,4838,13.341,,38.939276,4.002969261,0,6.4966,75.31597252,1.270815917,4.300778943,Kepler-786 b
1955,2.19,1.05,37.6467384,1.06,5893,13.055,,39.396624,24.31622417,0,5.4439,45.33893357,1.007222313,3.279191753,Kepler-1109 b
1956,1.43,,2.971353,0.93,5297,13.159,,47.59383,,0,2.6377,,,,Kepler-272 b
1957,1.79,,6.057342,0.93,5297,13.159,,47.59383,,0,3.8637,,,,Kepler-272 c
1958,2.25,,10.937304,0.93,5297,13.159,,47.59383,,0,5.6999,,,,Kepler-272 d
1959,2.69,1.04,13.24934059,1.07,5882,13.074,,40.692045,99.60650658,0,7.7221,22.31786642,2.036568197,5.929363749,Kepler-545 b
1960,1.18,0.83,2.3432319,0.77,4940,13.24,,49.451015,300.4587164,0,1.7576,9.06375133,0.95979852,0.781728758,Kepler-847 b
1961,1.96,,7.518496,1.09,5274,13.25,,41.424824,,0,4.5081,,,,Kepler-118 b
1962,7.68,,20.17202,1.09,5274,13.25,,41.424824,,0,45.9482,,,,Kepler-118 c
1963,1.22,0.95,4.76703963,0.93,5616,13.162,,48.181416,259.5542781,0,1.9804,12.60336722,0.780018274,0.525270589,Kepler-1215 b
1964,3.46,1.21,21.30022655,1.32,6267,13.074,,51.68573,93.76744492,0,11.8463,26.11198191,2.410913281,5.407947361,Kepler-596 b
1965,1.22,,12.645164,0.9,5603,13.145,,45.367786,,0,1.9804,,,,Kepler-295 b
1966,1.17,,21.526258,0.9,5603,13.145,,45.367786,,0,1.7048,,,,Kepler-295 c
1967,1.36,,33.884054,0.9,5603,13.145,,45.367786,,0,2.422,,,,Kepler-295 d
1968,3.6,0.75,5.9123,0.7,4590,13.334,,42.42942,57.64549163,1,479.9,17.86443088,205.9562317,0.420023643,Kepler-28 b
1969,3.4,0.75,8.9858,0.7,4590,13.334,,42.42942,32.98868219,1,432.23,23.61507751,161.3388656,0.341695087,Kepler-28 c
1970,3.19,0.92,374.876239,0.89,5474,13.198,,45.139786,0.650615991,0,10.3181,239.162843,0.969086165,2.917730763,Kepler-1634 b
1971,12.386,0.87,1.74748753,0.92,5311,13.261,14.774,-19.43751,821.1400399,1,689.6911,6.337098768,402.4892407,12.43875336,HATS-15 b
1972,2.25,0.84,16.54297375,0.79,5148,13.267,,48.302315,27.32155133,0,5.6999,32.64155852,1.609633626,5.709982504,Kepler-567 b
1973,10.54,0.99,86.647661,1.13,5520,13.222,14.867,44.927383,7.280847384,1,460.83,72.69987755,67.16074681,2.375632633,KOI-1257 b
1974,1.93,0.51,2.77065,0.45,4175,13.463,15.668,3.475569,57.93352099,0,4.3914,14.74329262,3.137710286,15.89493244,K2-49 b
1975,2.97,0.57,22.08557563,0.54,3843,13.587,,44.394661,3.492278264,0,9.1378,50.87832865,3.034864839,9.190499549,Kepler-993 b
1976,2.27,1.11,19.79191978,1.15,6092,13.094,,49.452396,74.23419933,0,5.7863,27.73091903,1.278223616,3.789782228,Kepler-1103 b
1977,1.36,,13.060855,0.88,5841,13.118,,37.252649,,0,2.422,,,,Kepler-262 b
1978,1.64,,21.853722,0.88,5841,13.118,,37.252649,,0,3.3296,,,,Kepler-262 c
1979,2.72,0.87,8.0880135,0.83,5310,13.257,,46.408276,86.58319253,0,7.869,19.50826886,2.755560421,8.873024572,Kepler-979 b
1980,1.23,0.8,3.51576315,0.75,4951,13.361,,42.42231,171.5968899,0,2.0417,12.04696461,0.99810428,0.660531588,Kepler-1414 b
1981,3.11,1.12,19.672266,1.19,6152,13.161,,41.574532,82.84049436,0,9.8821,26.77058123,2.1743842,5.395359633,Kepler-1641 b
1982,2.95,1.12,32.657212,1.19,6152,13.161,,41.574532,42.14470892,0,9.0334,37.53251027,1.678662446,4.254302593,Kepler-1641 c
1983,1.69,0.9,33.2406882,0.86,5446,13.223,,50.902855,15.27403401,0,3.504,48.85678502,0.748909959,2.930689819,Kepler-1166 b
1984,1.67,,10.446347,0.9,5986,13.113,,48.59972,,0,3.4338,,,,Kepler-300 b
1985,2.25,,40.714955,0.9,5986,13.113,,48.59972,,0,5.6999,,,,Kepler-300 c
1986,2.79,0.94,2.10472218,0.92,5575,13.247,,45.551193,738.887274,0,8.2164,7.361174922,4.280047571,13.02031993,Kepler-586 b
1987,1.46,0.46,8.07392849,0.43,3578,13.577,,40.980036,7.343692577,0,2.7325,30.41374611,1.464234045,1.033964116,Kepler-1439 b
1988,2.55,1.08,138.9442,1.11,6021,13.104,,38.891969,4.999793304,0,7.0514,104.3776986,0.828507716,2.399493338,Kepler-1535 b
1989,0.84,0.75,0.84990789,0.7,4584,13.439,,43.514988,761.5045633,0,0.5206,4.9022951,0.426504108,1.326236882,Kepler-1579 b
1990,3.07,1.14,61.0370117,1.23,6167,13.114,,40.397718,19.51700094,0,9.667,55.42272091,1.441256395,3.535396956,Kepler-924 b
1991,4.13,1.02,99.747622,1.02,5840,13.12,,50.121811,6.038784536,0,16.0055,89.35058801,2.181819395,5.051583638,Kepler-966 b
1992,1.85,0.96,76.957857,0.94,5656,13.161,,44.756592,6.639619402,0,4.0865,79.92703393,0.632417011,2.305292697,Kepler-1135 b
1993,1.64,,2.735926,0.76,5302,13.278,,47.762043,,0,3.3296,,,,Kepler-179 b
1994,2,,6.40013,0.76,5302,13.278,,47.762043,,0,4.6656,,,,Kepler-179 c
1995,1.66,0.77,22.4764425,0.72,4770,13.407,,41.678551,11.77992645,0,3.3989,42.67877609,0.918373259,3.517133329,Kepler-1418 b
1996,3.03,0.98,9.61375356,0.96,5744,13.18,,44.518753,116.3483275,0,9.4538,19.69224715,2.88674584,8.648499671,Kepler-498 b
1997,6.71,0.5,1.7292684,0.45,4103,13.536,15.78,-1.77413,102.6603018,0,36.5244,10.69666152,30.94326496,81.77483478,K2-45 b
1998,2.2,0.58,5.90124,0.53,3900,13.616,16.452,46.574281,20.49439581,1,1303,21.63008082,664.1433747,0.041111467,Kepler-32 b
1999,2,0.58,8.7522,0.53,3900,13.616,16.452,46.574281,12.11722517,1,158.9,28.13028373,71.0204371,0.222099432,Kepler-32 c
2000,2.7,0.58,22.7802,0.53,3900,13.616,16.452,46.574281,3.384408517,0,7.7709,53.22728474,2.524937684,8.123089367,Kepler-32 d
2001,1.5,0.58,2.896,0.53,3900,13.616,16.452,46.574281,52.94538119,0,2.8609,13.45741552,1.848708111,6.867299346,Kepler-32 e
2002,0.82,0.58,0.74296,0.53,3900,13.616,16.452,46.574281,324.7921914,0,0.4776,5.433415435,0.485706999,1.747399688,Kepler-32 f
2003,15.816,1.41,3.1414391,1.84,6626,13.083,14.095,-33.881703,2638.50804,1,1694.0339,5.502627826,589.273608,3.830729005,HATS-66 b
2004,2.63,0.93,62.1387714,0.89,5494,13.243,,49.769707,7.198308182,0,7.4315,72.42834804,1.26149097,3.992093114,Kepler-1023 b
2005,1.59,1.04,6.89225223,1.04,5936,13.151,,42.298916,233.2955506,0,3.1589,14.85186676,1.035882385,3.783099239,Kepler-1174 b
2006,2,0.67,11.41928253,0.63,4435,13.489,,44.664639,18.24127906,0,4.6656,29.64872981,1.733385709,6.287058639,Kepler-801 b
2007,1.18,0.98,6.48021673,0.98,5753,13.178,,48.248764,206.4401694,0,1.7576,14.82989692,0.612101345,0.452103363,Kepler-1390 b
2008,0.9,0.41,2.25372,,,13.561,,-9.509531,,0,0.6664,,,,EPIC 206215704 b
2009,6.9,0.98,1322.3,1.01,6175,13.093,,38.605197,0.24227087,0,38.2999,498.7349601,2.265621935,4.549794516,KIC 3558849 b
2010,3.11,0.73,213.257663,0.7,4598,13.514,,41.150741,0.49592785,0,9.8821,193.2747734,1.306921912,3.686482657,Kepler-1318 b
2011,1.78,0.63,60.866168,0.6,4092,13.586,,38.743544,1.341790374,0,3.8271,93.06264717,0.848075742,2.96681979,Kepler-1410 b
2012,2.32,0.86,34.2685705,0.82,5253,13.293,,44.149326,11.89684145,0,6.0046,51.50453286,1.30949437,4.426825366,Kepler-1010 b
2013,3.09,0.8,22.18432708,0.77,5066,13.358,,46.289776,17.00415959,0,9.7743,40.0681483,2.585795074,7.855409767,Kepler-563 b
2014,13.79,0.96,10.290994,1.35,5800,13.161,14.42,43.704868,221.4574223,1,92.17,14.5531617,27.89374594,45.01609646,Kepler-427 b
2015,13.361,0.85,2.6843285,0.95,5560,13.142,,46.391178,602.6347826,1,189.101,8.107164285,97.13740666,52.21544735,Kepler-423 b
2016,2.87,,38.871826,0.92,5619,13.122,,48.777645,,0,8.6209,,,,Kepler-297 b
2017,6.54,,74.920137,0.92,5619,13.122,,48.777645,,0,34.9652,,,,Kepler-297 c
2018,3.95,1.03,5.26341577,1.04,5863,13.198,,48.242012,320.1345302,0,14.8378,12.36858494,5.357629219,13.28648047,Kepler-552 b
2019,3.53,0.87,148.4603382,0.83,5335,13.376,,44.132378,1.822084171,0,12.2566,135.7472742,1.627062415,4.561017675,Kepler-1038 b
2020,1.05,,7.810937,0.92,5776,13.194,,46.987328,,0,1.1573,,,,Kepler-163 b
2021,2.26,,21.347262,0.92,5776,13.194,,46.987328,,0,5.743,,,,Kepler-163 c
2022,0.88,,10.327186,0.72,5788,13.322,,47.529903,,0,0.6149,,,,Kepler-362 b
2023,1.45,,37.866281,0.72,5788,13.322,,47.529903,,0,2.7007,,,,Kepler-362 c
2024,7,1.11,4.14702026,1.15,5967,13.073,,40.990498,549.023526,0,39.2483,9.782798002,14.59746119,24.8991732,Kepler-546 b
2025,3.49,0.87,5.76918,0.94,5610,13.168,14.55,-1.16056,217.0918482,0,12.0215,13.75151201,4.711490427,12.73926934,K2-246 b
2026,1.93,0.81,25.9422033,0.77,5044,13.363,,46.603439,13.45190906,0,4.3914,44.65855661,1.093606835,3.946078888,Kepler-878 b
2027,1.16,1.22,1.29123275,1.33,6299,13.121,,39.249205,4057.374567,0,1.6532,4.010210347,0.851793881,0.535885399,Kepler-1373 b
2028,8.37,0.72,3.588163,0.66,4575,13.373,15.037,-11.588979,101.1507328,0,53.1848,13.3981294,27.70292728,54.41928476,K2-127 b
2029,2.35,,2.940309,1.08,5526,13.17,,41.821857,,0,6.1372,,,,Kepler-172 b
2030,2.86,,6.388996,1.08,5526,13.17,,41.821857,,0,8.5699,,,,Kepler-172 c
2031,2.25,,14.627119,1.08,5526,13.17,,41.821857,,0,5.6999,,,,Kepler-172 d
2032,2.76,,35.118736,1.08,5526,13.17,,41.821857,,0,8.0668,,,,Kepler-172 e
2033,2.34,,3.177422,0.7,5311,13.32,,39.677995,,0,6.0929,,,,Kepler-121 b
2034,2.27,,41.008011,0.7,5311,13.32,,39.677995,,0,5.7863,,,,Kepler-121 c
2035,1.54,0.78,0.57736958,0.74,5063,13.383,,46.96629,2065.989931,0,2.9918,3.630765853,2.716243544,11.11297964,Kepler-1228 b
2036,0.91,0.87,8.3839865,0.83,5359,13.292,,41.407814,85.62073177,0,0.6933,19.98133653,0.239888093,0.558029149,Kepler-1296 b
2037,10.962,0.93,3.79701816,0.86,5170,13.376,14.97,40.567738,218.985249,1,79.45,11.62840484,34.2406154,58.38373881,Kepler-425 b
2038,3.13,0.89,14.53244172,0.84,5350,13.269,,40.269795,41.20629434,0,9.9903,28.70597298,2.834367629,8.724861239,Kepler-955 b
2039,0.89,,5.795278,0.5,3903,13.601,,41.75818,,0,0.6403,,,,Kepler-353 b
2040,1.38,,8.410894,0.5,3903,13.601,,41.75818,,0,2.4828,,,,Kepler-353 c
2041,12.92,1.1,4.175186,1.1,5950,13.181,14.386,-23.202793,495.1365553,0,111.2502,10.24278186,41.53340958,55.97475696,HATS-36 b
2042,5.23,0.86,3.41303622,0.83,5346,13.314,,39.098134,283.2173294,0,23.9115,10.93312932,11.24979836,24.81884778,Kepler-495 b
2043,2.9,0.84,23.67517607,0.81,5279,13.387,,41.978649,19.6925001,0,8.7747,40.42959433,2.198866508,6.690962883,Kepler-600 b
2044,1.25,0.78,2.03231845,0.72,4708,13.47,,42.59071,273.103152,0,2.0985,8.634874699,1.252465684,0.7818134,Kepler-1197 b
2045,16.589,1.02,1.6753728,0.93,5600,13.281,14.642,-35.706394,986.7427136,1,756.4354,6.427181699,402.6414,27.66199255,NGTS-3 A b
2046,1.75,1.04,7.25931979,1.07,5904,13.233,,44.523502,225.512596,0,3.7181,14.94355008,1.198351014,3.865454174,Kepler-1516 b
2047,3.24,0.76,8.36086824,0.71,4642,13.496,,46.789589,38.74012275,0,10.5945,22.28826506,4.01517792,11.32921566,Kepler-742 b
2048,1.45,0.92,10.56134221,0.89,5482,13.279,,46.736347,76.34022188,0,2.7007,22.14358029,0.833608124,0.492721329,Kepler-936 b
2049,2.63,0.84,5.52011,0.78,5219,13.35,14.939,-2.065931,121.5597721,0,7.4315,15.90472421,3.02569326,10.02954729,K2-256 b
2050,2.36,0.71,10.99469878,0.68,4445,13.54,,46.973728,21.69982299,0,6.1817,27.30624124,2.237647973,6.826633851,Kepler-1022 b
2051,1.41,0.81,0.68368426,0.76,4976,13.389,,44.412212,1582.653592,0,2.5753,4.006953451,2.155111802,1.321642975,Kepler-1604 b
2052,1.28,0.35,2.85234897,0.34,3658,13.671,,37.891266,24.0982247,0,2.1848,17.54855517,1.98708276,1.796478439,Kepler-1124 b
2053,2.34,,5.766193,1.22,6050,13.173,,39.949104,,0,6.0929,,,,Kepler-122 b
2054,5.87,,12.465988,1.22,6050,13.173,,39.949104,,0,29.0964,,,,Kepler-122 c
2055,2.2,,21.587475,1.22,6050,13.173,,39.949104,,0,5.4862,,,,Kepler-122 d
2056,2.6,,37.993273,1.22,6050,13.173,,39.949104,,0,7.288,,,,Kepler-122 e
2057,1.75,,56.268,1.22,6050,13.173,,39.949104,,1,36,,,,Kepler-122 f
2058,16.25,1.46,5.33408384,2.26,6360,13.201,,40.977268,1629.664874,1,896.24,6.450770136,255.3208748,4.370720847,Kepler-433 b
2059,2.57,0.88,42.9495649,0.84,5360,13.303,,47.261135,9.862467292,0,7.1456,58.89565814,1.423359205,4.57699875,Kepler-549 b
2060,2.93,0.88,117.040498,0.84,5360,13.303,,47.261135,2.591089331,0,8.9295,114.9039277,1.273436099,3.947384866,Kepler-549 c
2061,3.01,1.12,27.495606,1.2,6127,13.242,,46.899261,53.03455408,0,9.348,33.18660205,1.839653822,4.382074425,Kepler-1056 b
2062,1.5,0.22,1.565409,0.24,3359,13.591,,44.921102,25.89275494,0,2.8609,14.27504102,4.331072618,28.33040479,Kepler-446 b
2063,1.11,0.22,3.036179,0.24,3359,13.591,,44.921102,10.70480762,0,1.412,22.20123134,1.714066377,3.081568543,Kepler-446 c
2064,1.35,0.22,5.148921,0.24,3359,13.591,,44.921102,5.293306699,0,2.3918,31.57206341,2.434752658,2.744423214,Kepler-446 d
2065,3.55,1.45,10.11716531,1.71,6761,13.006,,48.208538,509.8160291,0,12.3749,13.03351682,2.861061973,5.249600321,Kepler-812 b
2066,1.51,0.78,4.11584468,0.73,4776,13.472,,40.311214,116.0368522,0,2.8934,13.63255174,1.364927551,5.201252441,Kepler-1324 b
2067,15.031,1.17,1.7208604,1.29,5750,13.19,13.73,43.680958,1858.235225,1,299.078,4.9377811,143.9889606,33.04338319,Kepler-412 b
2068,2.39,1.19,13.71933369,1.29,6224,13.144,,42.142291,158.3739472,0,6.3158,19.81726812,1.50500025,3.803550195,Kepler-798 b
2069,2.17,0.96,27.07237711,0.95,5680,13.293,,41.781708,27.7753279,0,5.3596,39.41064675,1.174969545,3.737633508,Kepler-797 b
2070,2.32,,8.180848,0.77,5211,13.43,,47.809735,,0,6.0046,,,,Kepler-165 b
2071,2.23,,15.31299,0.77,5211,13.43,,47.809735,,0,5.614,,,,Kepler-165 c
2072,1.45,,2.139542,0.89,5744,13.289,,42.180588,,0,2.7007,,,,Kepler-280 b
2073,2.01,,4.807091,0.89,5744,13.289,,42.180588,,0,4.7053,,,,Kepler-280 c
2074,12.11,1.09,4.86069,1.19,6040,13.3,,6.513829,505.5080756,1,85.81,10.4461514,30.63877842,48.58947737,CoRoT-25 b
2075,13.11,1.1,5.35227,1.19,5650,13.496,15.63,-6.002595,338.332115,1,170.032,11.17305076,58.43504539,25.7115876,CoRoT-16 b
2076,1.11,1.01,0.92103214,1.02,5869,13.271,,41.615332,3200.693857,0,1.412,3.919698283,0.923519428,0.82207282,Kepler-929 b
2077,1.56,,5.923653,0.72,4713,13.504,,46.961281,,0,3.0582,,,,Kepler-309 b
2078,2.51,,105.356383,0.72,4713,13.504,,46.961281,,0,6.8644,,,,Kepler-309 c
2079,2.97,1.16,76.613377,1.24,6168,13.252,,37.759052,14.49029903,0,9.1378,64.34229448,1.248394857,2.902521157,Kepler-1354 b
2080,1.36,,5.535309,0.84,5787,13.28,,50.59705,,0,2.422,,,,Kepler-373 b
2081,1.24,,16.725948,0.84,5787,13.28,,50.59705,,0,2.07,,,,Kepler-373 c
2082,2.55,0.78,25.69578251,0.73,4984,13.438,,39.073762,11.9705372,0,7.0514,46.22168088,1.806517546,5.917117362,Kepler-577 b
2083,0.76,0.9,2.03387914,0.87,5416,13.31,,48.968132,634.1508566,0,0.3638,7.499071725,0.197322447,0.922471765,Kepler-1402 b
2084,1.13,0.78,6.30560247,0.74,4862,13.491,,47.573105,72.50913486,0,1.5052,17.8722831,0.615941494,0.541927539,Kepler-1577 b
2085,3.81,0.87,25.30292332,0.83,5247,13.335,,50.673023,18.04102985,0,13.9549,41.72899772,3.341238761,9.104981606,Kepler-595 b
2086,3.06,,15.228958,0.83,5460,13.383,,41.023235,,0,9.6135,,,,Kepler-151 b
2087,2.09,,24.674612,0.83,5460,13.383,,41.023235,,0,5.0281,,,,Kepler-151 c
2088,2.27,0.88,16.54964934,0.83,5296,13.323,,47.751954,32.72974075,0,5.7863,31.56248274,1.583920635,5.335048661,Kepler-589 b
2089,1.31,0.84,1.92279873,0.8,5191,13.435,,39.37953,510.6469958,0,2.2726,7.676940152,1.315051376,0.799846162,Kepler-821 b
2090,1.24,1.02,6.73972381,1.03,5733,13.211,,42.636056,207.8008343,0,2.07,14.67867071,0.692798143,0.397829919,Kepler-1386 b
2091,1.37,0.98,4.24153639,0.97,5745,13.353,,38.774343,353.9076401,0,2.4523,11.29487905,0.983631283,0.546427413,Kepler-793 b
2092,1.42,,4.977656,0.8,5631,13.28,,48.444641,,0,2.6064,,,,Kepler-339 b
2093,1.15,,6.988055,0.8,5631,13.28,,48.444641,,0,1.6028,,,,Kepler-339 c
2094,1.17,,10.558345,0.8,5631,13.28,,48.444641,,0,1.7048,,,,Kepler-339 d
2095,2.27,,7.650254,0.74,5413,13.346,,48.881191,,0,5.7863,,,,Kepler-166 b
2096,2.38,,34.260281,0.74,5413,13.346,,48.881191,,0,6.271,,,,Kepler-166 c
2097,1.73,,1.55400393,0.74,5413,13.346,,48.881191,,0,3.6461,,,,Kepler-166 d
2098,1.27,,3.137873,0.75,5333,13.364,,50.095806,,0,2.1559,,,,Kepler-181 b
2099,1.99,,4.302149,0.75,5333,13.364,,50.095806,,0,4.626,,,,Kepler-181 c
2100,12.22,1.12,3.2467293,1.35,5800,13.34,,45.762142,930.4092947,1,317.82,7.100116174,127.488506,11.97685981,Kepler-44 b
2101,2.47,0.85,184.771853,0.78,5202,13.504,,38.874915,1.103514927,0,6.6794,165.843356,0.83720166,2.657914819,Kepler-1552 b
2102,2.33,,12.718092,0.67,4699,13.608,,41.060921,,0,6.0487,,,,Kepler-241 b
2103,2.57,,36.065978,0.67,4699,13.608,,41.060921,,0,7.1456,,,,Kepler-241 c
2104,1.34,,9.939632,0.79,5282,13.42,,45.323177,,0,2.3617,,,,Kepler-191 b
2105,1.86,,17.738506,0.79,5282,13.42,,45.323177,,0,4.1241,,,,Kepler-191 c
2106,2.28,,5.94504102,0.79,5282,13.42,,45.323177,,0,5.8297,,,,Kepler-191 d
2107,2.02,0.64,18.7546998,0.62,4339,13.629,,45.6007,8.6121151,0,4.7452,41.30198031,1.540570878,5.110647974,Kepler-833 b
2108,2.37,1.06,51.1309704,1.09,5926,13.207,,38.805878,17.37073835,0,6.2263,54.24511607,1.03367014,2.945770257,Kepler-1272 b
2109,2.32,1.12,5.65377733,1.18,6058,13.229,,49.208744,403.8178014,0,6.0046,11.75742713,2.002056597,5.314281145,Kepler-998 b
2110,1.32,,5.262155,0.94,5600,13.403,,45.869934,,0,2.3021,,,,Kepler-382 b
2111,1.59,,12.162701,0.94,5600,13.403,,45.869934,,0,3.1589,,,,Kepler-382 c
2112,14.46,1.15,1.8555582,1.29,5750,13.262,,45.981644,1700.020335,1,177.98,5.162441212,84.52755347,46.77107839,Kepler-41 b
2113,10.76,0.59,2.455239,0.55,3820,13.749,16.88,41.064261,64.66269118,1,160.497,11.68278343,108.3390036,41.48752799,Kepler-45 b
