# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  5 08:14:35 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_tranflag = 1
# CONSTRAINT:  and st_vjstr < 16)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_tranflag:    Planet Transit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_j:           J-band (2MASS) [mag]
# COLUMN st_jerr:        J-band (2MASS) Unc. [mag]
# COLUMN st_jlim:        J-band (2MASS) Limit Flag
# COLUMN st_h:           H-band (2MASS) [mag]
# COLUMN st_herr:        H-band (2MASS) Unc. [mag]
# COLUMN st_hlim:        H-band (2MASS) Limit Flag
# COLUMN st_k:           Ks-band (2MASS) [mag]
# COLUMN st_kerr:        Ks-band (2MASS) Unc. [mag]
# COLUMN st_klim:        Ks-band (2MASS) Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility,st_vj,st_vjerr,st_vjlim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim
K2-170,b,K2-170 b,Transit,0,2,7.57654400,0.00184100,-0.00169000,0,,,,,,,,,87.989,1.423,-3.339,0,,,,,0,0,1,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748.00,50.00,-50.00,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2018-02-15,1,,,,,,,,,,,,,1.418,0.202,-0.131,0,K2,12.633,0.031,0,11.445,0.023,0,11.144,0.021,0,11.075,0.021,0
K2-170,c,K2-170 c,Transit,0,2,12.40004700,0.00173500,-0.00188300,0,,,,,,,,,88.668,0.965,-2.262,0,,,,,0,0,1,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748.00,50.00,-50.00,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2018-02-15,1,,,,,,,,,,,,,1.802,0.245,-0.158,0,K2,12.633,0.031,0,11.445,0.023,0,11.144,0.021,0,11.075,0.021,0
K2-27,b,K2-27 b,Transit,0,1,6.77131500,0.00008500,-0.00008500,0,0.067020,0.000710,-0.000710,0,0.251000,0.088000,-0.088000,0,,,,,1.87000,0.41000,-0.41000,0,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,251.43,2.48,-2.48,0,251.43,2.48,-2.48,0,12.640,0.020,0,V (Johnson),12.453,,0,5248.00,60.00,-60.00,0,0.87,0.03,-0.02,0,0.89,0.04,-0.04,0,2017-02-09,1,902,28,-28,0,116.0000,16.0000,-12.0000,0,30.90000,4.60000,-4.60000,0,4.480,0.230,-0.230,0,K2,12.640,0.020,0,11.157,0.024,0,10.794,0.029,0,10.704,0.024,0
HATS-60,b,HATS-60 b,Transit,0,1,3.56082900,0.00003200,-0.00003200,0,0.047080,0.000150,-0.000230,0,0.191000,,,0,86.280,0.350,-0.350,0,0.53700,0.10000,-0.07000,0,0,0,0,0,22h45m27.3643s,341.364018,-14d59m30.3457s,-14.991763,494.30,7.80,-7.80,0,493.27,8.61,-8.61,0,12.641,0.028,0,V (Johnson),12.500,,0,5688.00,20.00,-20.00,0,1.10,0.01,-0.02,0,1.46,0.02,-0.02,0,2019-01-17,1,1528,11,-11,0,903.9000,27.5000,-26.7000,0,210.40346,17.48065,-17.48065,0,12.924,0.594,-0.594,0,HATSouth,12.641,0.028,0,11.377,0.019,0,11.070,0.020,0,10.988,0.021,0
K2-177,b,K2-177 b,Transit,0,1,14.15518500,0.00315000,-0.00296500,0,,,,,,,,,87.220,1.998,-3.741,0,,,,,0,0,1,0,03h40m55.10s,55.229565,+20d44m09.9s,20.736078,499.02,12.81,-12.81,0,499.02,12.81,-12.81,0,12.645,0.040,0,V (Johnson),12.422,,0,6063.00,50.00,-50.00,0,1.21,0.03,-0.04,0,1.21,0.09,-0.06,0,2018-02-15,1,,,,,,,,,,,,,2.116,0.283,-0.159,0,K2,12.645,0.040,0,11.009,0.022,0,10.675,0.023,0,10.593,0.020,0
K2-188,b,K2-188 b,Transit,0,2,1.74216900,0.00045700,-0.00036500,0,0.028900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,0,0,1,0,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.90,8.43,-8.43,0,452.54,8.70,-8.70,0,12.646,0.030,0,V (Johnson),12.490,,0,5977.00,87.00,-87.00,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,2018-10-26,1,1692,33,-32,0,,,,0,,,,0,1.350,0.110,-0.110,0,K2,12.646,0.030,0,11.502,0.020,0,11.246,0.018,0,11.149,0.021,0
K2-188,c,K2-188 c,Transit,0,2,7.81025300,0.00084600,-0.00084400,0,0.078500,0.000800,-0.000800,0,,,,0,,,,0,,,,0,0,0,1,0,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.90,8.43,-8.43,0,452.54,8.70,-8.70,0,12.646,0.030,0,V (Johnson),12.490,,0,5977.00,87.00,-87.00,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,2018-10-26,1,1026,20,-20,0,,,,0,,,,0,2.830,0.150,-0.150,0,K2,12.646,0.030,0,11.502,0.020,0,11.246,0.018,0,11.149,0.021,0
K2-160,b,K2-160 b,Transit,0,1,3.70587100,0.00007400,-0.00007600,0,,,,,,,,,88.254,1.197,-2.130,0,,,,,0,0,1,0,12h16m13.10s,184.054581,-03d33m11.1s,-3.553082,318.19,4.50,-4.50,0,318.19,4.50,-4.50,0,12.649,0.010,0,V (Johnson),12.542,,0,5649.00,50.00,-50.00,0,0.98,0.02,-0.03,0,0.91,0.04,-0.03,0,2018-02-15,1,,,,,,,,,,,,,3.178,0.214,-0.145,0,K2,12.649,0.010,0,11.427,0.027,0,11.087,0.023,0,11.037,0.026,0
K2-6,b,K2-6 b,Transit,0,1,30.94191000,0.00467000,-0.00467000,0,0.189800,0.005600,-0.005600,0,,,,,,,,,,,,,0,0,1,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,319.59,6.39,-6.39,0,319.59,6.39,-6.39,0,12.654,0.040,0,V (Johnson),12.502,,0,5850.00,79.00,-98.00,0,0.97,0.07,-0.07,0,0.96,0.14,-0.09,0,2015-07-16,1,615,105,-105,0,,,,,,,,,2.500,0.880,-0.880,0,K2,12.654,0.040,0,11.440,0.024,0,11.090,0.021,0,11.069,0.020,0
K2-171,b,K2-171 b,Transit,0,1,5.62846600,0.00173100,-0.00151900,0,,,,,,,,,85.048,3.650,-9.641,0,,,,,0,0,1,0,22h09m21.80s,332.340820,-13d25m43.9s,-13.428865,616.41,18.68,-18.68,0,616.41,18.68,-18.68,0,12.660,0.040,0,V (Johnson),12.439,,0,5250.00,50.00,-50.00,0,0.89,0.06,-0.03,0,1.72,0.22,-0.19,0,2018-02-15,1,,,,,,,,,,,,,2.687,0.400,-0.332,0,K2,12.660,0.040,0,11.101,0.024,0,10.614,0.023,0,10.529,0.025,0
HATS-41,b,HATS-41 b,Transit,0,1,4.19364900,0.00001300,-0.00001300,0,0.058300,0.001500,-0.001000,0,0.380000,0.110000,-0.110000,0,80.400,2.300,-4.200,0,5.10000,3.30000,-2.30000,0,0,0,0,0,06h54m04.18s,103.517418,-27d03m01.4s,-27.050388,800.00,170.00,-110.00,0,753.44,14.43,-14.43,0,12.681,0.030,0,V (Johnson),12.520,,0,6424.00,91.00,-91.00,0,1.50,0.12,-0.08,0,1.71,0.36,-0.24,0,2018-04-12,1,1710,170,-120,0,,,,0,3082.95100,508.52800,-508.52800,0,14.908,3.251,-2.242,0,HATSouth,12.681,0.030,0,11.765,0.024,0,11.521,0.023,0,11.498,0.023,0
K2-224,b,K2-224 b,Transit,0,2,4.47904000,0.00116000,-0.00132000,0,0.051600,0.000400,-0.000400,0,,,,0,,,,0,,,,0,0,0,1,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.70,2.90,-2.90,0,277.42,2.93,-2.93,0,12.682,0.040,0,V (Johnson),12.522,,0,5620.00,42.00,-45.00,0,0.91,0.02,-0.02,0,0.84,0.01,-0.01,0,2018-07-12,1,1002,11,-11,0,,,,0,,,,0,1.560,0.160,-0.140,0,K2,12.682,0.040,0,11.352,0.022,0,11.029,0.027,0,10.940,0.019,0
K2-224,c,K2-224 c,Transit,0,2,10.09489000,0.00119000,-0.00114000,0,0.088600,0.000700,-0.000700,0,,,,0,,,,0,,,,0,0,0,1,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.70,2.90,-2.90,0,277.42,2.93,-2.93,0,12.682,0.040,0,V (Johnson),12.522,,0,5620.00,42.00,-45.00,0,0.91,0.02,-0.02,0,0.84,0.01,-0.01,0,2018-07-12,1,764,9,-9,0,,,,0,,,,0,2.410,0.160,-0.120,0,K2,12.682,0.040,0,11.352,0.022,0,11.029,0.027,0,10.940,0.019,0
K2-260,b,K2-260 b,Transit,0,1,2.62666570,0.00000180,-0.00000180,0,0.040400,0.001300,-0.001600,0,0.000000,,,0,88.670,0.890,-1.000,0,0.50000,0.12000,-0.12000,0,0,0,1,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,676.32,19.42,-19.42,0,676.32,19.42,-19.42,0,12.689,0.110,0,V (Johnson),12.467,,0,6367.00,250.00,-250.00,0,1.39,0.05,-0.06,0,1.69,0.03,-0.03,0,2018-08-16,1,1957,78,-77,0,,,,0,451.31860,98.52730,-101.70560,0,17.396,0.538,-0.639,0,K2,12.689,0.110,0,11.400,0.023,0,11.189,0.032,0,11.093,0.021,0
Kepler-107,b,Kepler-107 b,Transit,0,4,3.18002180,0.00000290,-0.00000290,0,0.045440,0.000350,-0.000350,0,0.000000,,,0,89.050,0.670,-0.670,0,5.30000,2.30000,-2.30000,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.50,5.50,-5.50,0,534.05,5.77,-5.77,0,12.700,,0,V (Johnson),12.463,,0,5854.00,61.00,-61.00,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,2019-07-11,1,1593,19,-19,0,,,,0,3.51000,1.52000,-1.52000,0,1.536,0.025,-0.025,0,Kepler,12.700,,0,11.392,0.022,0,11.114,0.018,0,11.060,0.016,0
Kepler-107,c,Kepler-107 c,Transit,0,4,4.90145200,0.00001000,-0.00001000,0,0.060640,0.000470,-0.000470,0,0.000000,,,0,89.490,0.340,-0.440,0,12.65000,2.45000,-2.45000,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.50,5.50,-5.50,0,534.05,5.77,-5.77,0,12.700,,0,V (Johnson),12.463,,0,5854.00,61.00,-61.00,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,2019-07-11,1,1379,17,-17,0,,,,0,9.39000,1.77000,-1.77000,0,1.597,0.026,-0.026,0,Kepler,12.700,,0,11.392,0.022,0,11.114,0.018,0,11.060,0.016,0
Kepler-107,d,Kepler-107 d,Transit,0,4,7.95839000,0.00012000,-0.00012000,0,0.083770,0.000650,-0.000650,0,0.000000,,,0,87.550,0.640,-0.480,0,33.10000,,,1,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.50,5.50,-5.50,0,534.05,5.77,-5.77,0,12.700,,0,V (Johnson),12.463,,0,5854.00,61.00,-61.00,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,2019-07-11,1,1173,14,-14,0,,,,0,3.80000,,,1,0.860,0.060,-0.060,0,Kepler,12.700,,0,11.392,0.022,0,11.114,0.018,0,11.060,0.016,0
Kepler-107,e,Kepler-107 e,Transit,0,4,14.74914300,0.00001900,-0.00001900,0,0.126390,0.000990,-0.000990,0,0.000000,,,0,89.670,0.220,-0.220,0,2.00000,0.82000,-0.82000,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.50,5.50,-5.50,0,534.05,5.77,-5.77,0,12.700,,0,V (Johnson),12.463,,0,5854.00,61.00,-61.00,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,2019-07-11,1,955,12,-12,0,,,,0,8.60000,3.60000,-3.60000,0,2.903,0.035,-0.035,0,Kepler,12.700,,0,11.392,0.022,0,11.114,0.018,0,11.060,0.016,0
Kepler-4,b,Kepler-4 b,Transit,0,1,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,0.000000,,,0,89.760,0.240,-2.050,0,1.91000,0.36000,-0.47000,0,0,1,0,1,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,550.00,80.00,-80.00,0,494.82,5.95,-5.95,0,12.700,0.422,0,V (Johnson),12.158,,0,5857.00,120.00,-120.00,0,1.22,0.05,-0.09,0,1.49,0.07,-0.08,0,2014-05-14,1,1650,200,-200,0,,,,,24.47200,3.81400,-3.81400,0,4.002,0.213,-0.213,0,Kepler,12.700,0.422,0,11.122,0.023,0,10.836,0.031,0,10.805,0.023,0
WASP-10,b,WASP-10 b,Transit,0,1,3.09276160,0.00001120,-0.00001120,0,0.037810,0.000670,-0.000470,0,,,,,88.490,0.220,-0.170,0,4.14000,0.27000,-0.27000,0,0,0,0,0,23h15m58.30s,348.992912,+31d27m46.3s,31.462852,141.57,0.75,-0.75,0,141.57,0.75,-0.75,0,12.700,,0,V (Johnson),12.174,,0,4675.00,100.00,,0,0.75,0.04,,0,0.70,0.01,,0,2014-05-14,1,1370,50,-50,0,,,,,1001.12000,41.32000,-34.96000,0,12.106,0.224,-0.224,0,SuperWASP,12.700,,0,10.603,0.026,0,10.117,0.029,0,9.983,0.018,0
WASP-124,b,WASP-124 b,Transit,0,1,3.37265000,0.00000100,-0.00000100,0,0.044900,0.000700,-0.000700,0,0.017000,,,1,86.300,0.200,-0.200,0,0.43000,0.05000,-0.05000,0,0,0,0,0,22h10m51.44s,332.714323,-30d44m58.8s,-30.749672,433.00,11.00,-11.00,0,454.38,7.64,-7.64,0,12.700,0.400,0,V (Johnson),12.575,,0,6050.00,100.00,-100.00,0,1.07,0.05,-0.05,0,1.02,0.02,-0.02,0,2016-05-05,1,1400,30,-30,0,,,,,190.69800,22.24810,-22.24810,0,13.899,0.336,-0.336,0,SuperWASP-South,12.700,0.400,0,11.650,0.019,0,11.419,0.022,0,11.310,0.021,0
K2-75,b,K2-75 b,Transit,0,2,7.81420000,0.00210000,-0.00210000,0,0.081000,0.001400,-0.001400,0,,,,,,,,,,,,,0,0,1,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,570.86,15.34,-15.34,0,12.701,0.031,0,V (Johnson),12.589,,0,5995.00,94.00,-94.00,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,2016-07-18,1,,,,,430.0000,88.0000,-88.0000,0,,,,,2.670,0.320,-0.320,0,K2,12.701,0.031,0,11.564,0.029,0,11.283,0.026,0,11.178,0.019,0
K2-75,c,K2-75 c,Transit,0,2,18.31100000,0.01400000,-0.01400000,0,0.142900,0.002500,-0.002500,0,,,,,,,,,,,,,0,0,1,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,570.86,15.34,-15.34,0,12.701,0.031,0,V (Johnson),12.589,,0,5995.00,94.00,-94.00,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,2016-07-18,1,,,,,138.0000,28.0000,-28.0000,0,,,,,2.770,0.380,-0.380,0,K2,12.701,0.031,0,11.564,0.029,0,11.283,0.026,0,11.178,0.019,0
K2-221,b,K2-221 b,Transit,0,1,2.39909400,0.00012500,-0.00011800,0,,,,,,,,,85.447,3.166,-5.793,0,,,,,0,0,1,0,01h06m37.20s,16.654982,+10d11m22.9s,10.189687,321.63,6.69,-6.69,0,321.63,6.69,-6.69,0,12.703,0.170,0,V (Johnson),12.415,,0,5716.00,50.00,-50.00,0,1.01,0.02,-0.02,0,0.95,0.04,-0.03,0,2018-02-15,1,,,,,,,,,,,,,1.679,0.167,-0.096,0,K2,12.703,0.170,0,11.229,0.023,0,10.884,0.023,0,10.852,0.023,0
K2-192,b,K2-192 b,Transit,0,1,4.16281700,0.00043200,-0.00044700,0,0.049000,0.000300,-0.000300,0,,,,0,,,,0,,,,0,0,0,1,0,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,223.99,1.80,-1.80,0,223.16,1.81,-1.81,0,12.704,0.040,0,V (Johnson),12.450,,0,5222.00,48.00,-48.00,0,0.90,0.01,-0.01,0,0.81,0.01,-0.01,0,2018-10-26,1,939,10,-10,0,,,,0,,,,0,1.520,0.130,-0.130,0,K2,12.704,0.040,0,11.121,0.021,0,10.715,0.021,0,10.657,0.025,0
WASP-37,b,WASP-37 b,Transit,0,1,3.57746900,0.00001100,-0.00001100,0,0.044600,0.001900,-0.001900,0,0.000000,,,0,88.820,0.770,-0.860,0,1.53000,0.16000,-0.20000,0,0,0,0,0,14h47m46.56s,221.943987,+01d03m53.9s,1.064966,343.00,36.00,-36.00,0,397.09,7.78,-7.78,0,12.704,0.149,0,V (Johnson),12.542,,0,5800.00,150.00,,0,0.93,0.12,,0,1.00,0.05,,0,2014-05-14,1,,,,,,,,,572.07000,54.02900,-54.02900,0,13.002,0.785,-0.673,0,SuperWASP,12.704,0.149,0,11.499,0.022,0,11.181,0.026,0,11.093,0.023,0
K2-230,b,K2-230 b,Transit,0,1,2.86041000,0.00061000,-0.00061000,0,0.040900,0.000300,-0.000200,0,,,,0,,,,0,,,,0,0,0,1,0,12h45m27.17s,191.363205,-06d34m34.0s,-6.576109,548.90,14.30,-13.50,0,549.02,14.28,-14.28,0,12.707,0.020,0,V (Johnson),12.575,,0,5945.00,23.00,-25.00,0,1.11,0.02,-0.02,0,1.39,0.04,-0.04,0,2018-07-12,1,1529,22,-22,0,,,,0,,,,0,1.960,0.180,-0.160,0,K2,12.707,0.020,0,11.575,0.026,0,11.322,0.027,0,11.257,0.025,0
K2-231,b,K2-231 b,Transit,0,1,13.84190100,0.00135200,-0.00135200,0,,,,0,,,,0,88.600,0.900,-0.600,0,,,,0,0,0,1,0,19h16m22.04s,289.091827,-15d46m16.0s,-15.771108,295.00,5.00,-5.00,0,324.14,4.19,-4.19,0,12.708,0.040,0,V (Johnson),12.559,,0,5695.00,50.00,-50.00,0,1.01,0.03,-0.03,0,0.95,0.03,-0.03,0,2018-04-05,1,,,,0,,,,0,,,,0,2.500,0.200,-0.200,0,K2,12.708,0.040,0,11.294,0.024,0,11.004,0.026,0,10.859,0.023,0
WASP-114,b,WASP-114 b,Transit,0,1,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,0.012000,0.022000,-0.009000,0,83.960,0.900,-0.900,0,0.97000,0.13000,-0.13000,0,0,0,0,0,21h50m39.46s,327.664437,+10d27m48.5s,10.463482,460.00,80.00,-80.00,0,418.48,17.02,-17.02,0,12.743,0.148,0,V (Johnson),16.108,,0,5940.00,140.00,-140.00,0,1.29,0.05,-0.05,0,1.43,0.06,-0.06,0,2016-07-18,1,2043,58,-58,0,,,,,562.24127,20.34112,-20.34112,0,15.009,0.717,-0.717,0,SuperWASP-North,12.743,0.148,0,13.930,0.056,0,13.325,0.041,0,13.171,0.054,0
HATS-39,b,HATS-39 b,Transit,0,1,4.57763480,0.00000730,-0.00000730,0,0.060070,0.000580,-0.000580,0,0.275000,,,1,84.980,0.490,-0.490,0,0.20200,0.07200,-0.05100,0,0,0,0,0,07h29m40.63s,112.419289,-29d56m16.4s,-29.937889,773.00,41.00,-41.00,0,892.22,73.64,-73.64,0,12.746,0.020,0,V (Johnson),12.580,,0,6572.00,83.00,-83.00,0,1.38,0.04,-0.04,0,1.62,0.09,-0.09,0,2018-04-12,1,1645,43,-43,0,,,,0,200.23290,41.31790,-41.31790,0,17.598,1.345,-1.345,0,HATSouth,12.746,0.020,0,11.833,0.024,0,11.620,0.024,0,11.518,0.023,0
K2-181,b,K2-181 b,Transit,0,1,6.89425600,0.00070400,-0.00072200,0,0.070600,0.001000,-0.001000,0,,,,0,,,,0,,,,0,0,0,1,0,08h30m12.97s,127.554031,+10d54m37.1s,10.910294,364.82,5.36,-5.36,0,364.64,5.34,-5.34,0,12.749,0.030,0,V (Johnson),12.562,,0,5608.00,91.00,-91.00,0,0.99,0.04,-0.04,0,1.07,0.02,-0.02,0,2018-10-26,1,962,20,-20,0,,,,0,,,,0,2.840,0.200,-0.200,0,K2,12.749,0.030,0,11.438,0.022,0,11.082,0.021,0,11.026,0.021,0
HATS-12,b,HATS-12 b,Transit,0,1,3.14270200,0.00005300,-0.00005300,0,0.044100,0.000500,-0.000500,0,,,,0,,,,0,,,,0,0,0,1,0,19h16m48.57s,289.202393,-19d21m21.3s,-19.355907,512.41,32.77,-32.77,0,374.04,40.75,-40.75,0,12.756,0.021,0,V (Johnson),12.677,,0,6357.00,91.00,-91.00,0,1.16,0.04,-0.04,0,1.17,0.07,-0.07,0,2018-10-26,1,1446,47,-47,0,,,,0,,,,0,7.760,0.470,-0.470,0,HATSouth,12.756,0.021,0,11.725,0.023,0,11.507,0.024,0,11.391,0.023,0
HAT-P-18,b,HAT-P-18 b,Transit,0,1,5.50802300,0.00000600,-0.00000600,0,0.055900,0.000700,-0.000700,0,0.084000,0.048000,-0.048000,0,88.800,0.300,-0.300,0,0.25000,0.04000,-0.04000,0,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.00,9.00,-9.00,0,162.16,0.61,-0.61,0,12.759,,0,V (Johnson),12.368,,0,4803.00,80.00,-80.00,0,0.77,0.03,-0.03,0,0.75,0.04,-0.04,0,2014-05-14,1,852,28,-28,0,,,,,62.61000,4.13200,-4.13200,0,11.153,0.583,-0.583,0,HATNet,12.759,,0,10.822,0.020,0,10.340,0.019,0,10.234,0.017,0
